taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
hCoV-19/Thailand/A21924/2021,B.1,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1(1/1)
hCoV-19/Thailand/A21925/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(4/4)
hCoV-19/Thailand/A21926/2021,B.1.351,0.0,,Beta (B.1.351-like),0.785700,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0; Usher placements: B.1.351(2/2)
hCoV-19/Thailand/A21927/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/A21928/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
hCoV-19/Thailand/A21929/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
hCoV-19/Thailand/A21930/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
hCoV-19/Thailand/A21931/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
hCoV-19/Thailand/A21932/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
hCoV-19/Thailand/A21933/2021,B.1.525,0.0,,Eta (B.1.525-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Usher placements: B.1.525(5/5)
hCoV-19/Thailand/A21934/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
hCoV-19/Thailand/A21935/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/A21936/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(4/4)
hCoV-19/Thailand/A21937/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/A21938/2021,B.1.351.2,0.0,,Beta (B.1.351-like),0.857100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Usher placements: B.1.351.2(3/3)
hCoV-19/Thailand/A21941/2020,B.1.1.216,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1.216(1/1)
hCoV-19/Thailand/A21942/2020,B.1.177.7,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.177.7(1/1)
hCoV-19/Thailand/A21943/2020,B.1.177.7,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.177.7(1/1)
hCoV-19/Thailand/A21944/2020,B.1.1.306,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1.306(1/1)
hCoV-19/Thailand/A21946/2020,B.1,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1(1/1)
hCoV-19/Thailand/A21947/2020,B.1.1,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1(1/1)
hCoV-19/Thailand/A21948/2020,B.1.160,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.160(1/1)
hCoV-19/Thailand/A21949/2020,B.1.1.303,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1.303(1/1)
hCoV-19/Thailand/A21950/2020,B.1.1.303,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1.303(1/1)
hCoV-19/Thailand/A21951/2020,B.1.1.312,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1.312(1/1)
hCoV-19/Thailand/A21952/2020,B.1.1.70,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1.70(2/2)
hCoV-19/Thailand/A21953/2020,B.1.1.70,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1.1.70(2/2)
hCoV-19/Thailand/CU-A21513-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21517-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21524-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21529-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21532-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21576-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21581-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21582-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21557-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21558-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21560-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21562-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21565-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21566-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21569-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21570-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21572-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21573-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21574-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21575-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21577-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21590-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21591-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21597-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21598-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21609-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21611-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21621-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21396-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21587-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21563-NT/2021,B.1.617.2,0.5,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.30(1/2) B.1.617.2(1/2)
hCoV-19/Thailand/CU-A21160-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21381-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21393-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21397-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21398-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21514-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21511-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21519-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21520-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21521-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21527-Sputum/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21531-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21534-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21544-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21559-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21564-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21604-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(4/4)
hCoV-19/Thailand/CU-A21394-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21620-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21599-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21592-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(4/4)
hCoV-19/Thailand/CU-A21586-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21515-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21588-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21618-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21622-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21395-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21546-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21614-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21354-NPS/2021,B.1.617.2,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: B.1.617.2(1/1)
hCoV-19/Thailand/CU-A21489-NPS/2021,B.1.617.2,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: B.1.617.2(1/1)
hCoV-19/Thailand/CU-A21594-NPS/2021,AY.85,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A21605-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21635-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21641-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21660-Sputum/2021,AY.85,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A21662-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21729-NS/2021,AY.85,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A21730-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21735-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21737-NT/2021,AY.29,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.29(1/1)
hCoV-19/Thailand/CU-A21738-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21888-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21955-NPS/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
